date,username,comment,processed_comment
2022-08-22 13:02:53,@2514ben88,that was amazingly well done,amazingli well done
2022-08-22 13:00:21,@serena-yu,Phased array antennas used to be a high-end military tech not so long ago. We are lucky to get this high tech for home use at a reasonable price thanks to Starlink. And thanks to Branch Education for explaining it in such details.,phase array antenna use highend militari tech long ago lucki get high tech home use reason price thank starlink thank branch educ explain detail
2022-08-22 12:58:14,@steinmar2,Just awesome Work!,awesom work
2022-08-22 12:42:55,@cdoublejj,5 HD shows at once lol My starlink is nowhere near that fast and I see that echoed everywhere I hope as starship News launch they are able to start launching more satellites on start ship is up and going,hd show lol starlink nowher near fast see echo everywher hope starship news launch abl start launch satellit start ship go
2022-08-22 12:42:11,@sgtsmif,Incredible video,incred video
2022-08-22 12:37:22,@Thiamat_of_the_Nightfall,Cool and deep explanition!,cool deep explanit
2022-08-22 12:30:05,@colinadevivero,Your work is extraordinary. Congratulations,work extraordinari congratul
2022-08-22 12:05:04,@dantetorres2960,Mind blowing indeed.,mind blow inde
2022-08-22 12:04:16,@MartensFamilyHomeMovies,wow,wow
2022-08-22 11:59:36,@HyperDev00,"Yaaa they are using blender,  blender 3d user comment here !!!",yaaa use blender blender user comment
2022-08-22 11:50:54,@MekazaBitrusty,Pretty insane technology. Thank you for making the video.,pretti insan technolog thank make video
2022-08-22 11:50:44,@k0lo86,Przecież satelita telewizyjny kręci się równo z ziemią i zawsze nadaje na ten sam obszar. Nie kręci się w przeciwną stronę. Kto robił tą animację :P LoL xD,przecież satelita telewizyjni kręci się równo z ziemią zawsz nadaj na ten sam obszar nie kręci się w przeciwną stronę kto robił tą animację p lol xd
2022-08-22 11:43:55,@Majellanz,Mr mcflatface PCB,mr mcflatfac pcb
2022-08-22 11:30:11,@arkuprovo2260,Such amazing technology and so well explained. Its amazing what human brains have invented and so many things are possible.,amaz technolog well explain amaz human brain invent mani thing possibl
2022-08-22 11:29:02,@arkuprovo2260,Such amazing technology and so well explained. Its amazing what human brains have invented and so many things are possible.,amaz technolog well explain amaz human brain invent mani thing possibl
2022-08-22 11:28:39,@Mr.Robert1,Scroty mcbooger balls,scroti mcbooger ball
2022-08-22 11:28:01,@bhatkrishnakishor,Immediate like for recommending 1.25x watch speed 🙂,immedi like recommend x watch speed
2022-08-22 11:19:06,@duncanterry737,I am amazed,amaz
2022-08-22 11:18:10,@theuglybiker,Watched this on my Starlink. 😋,watch starlink
2022-08-22 11:18:04,@PabloA64,Great video!,great video
2022-08-22 11:13:24,@fredericp3130,I now understands what a 64QAM is.    And how they can orient the signal from the dish.  &gt;&gt;   Incredible video.  very well done .  thank you,understand qam orient signal dish incred video well done thank
2022-08-22 11:00:14,@ながれる季節,Big thanks!,big thank
2022-08-22 10:51:12,@ashlol9389,awesome content continue the good work,awesom content continu good work
2022-08-22 10:50:34,@zperdek,1. Inside Dishy<br>2. Beam Steering thingy<br>3. Data Transferingy,insid dishi beam steer thingi data transferingi
2022-08-22 10:44:55,@jithinap1901,"Great video and great explanation on how starlink works. You&#39;ve done an amazing job at explaining 64QAM, and other technical details to the public in this video, even though we engineering students have to spend an entire semester for learning it ground up. I am truly impressed that you could explain such complex topics in such simple terms. Keep up the good work.",great video great explan starlink work youv done amaz job explain qam technic detail public video even though engin student spend entir semest learn ground truli impress could explain complex topic simpl term keep good work
2022-08-22 10:37:59,@sempresionus,One of the best videos.,one best video
2022-08-22 10:17:38,@malcolmhopkins7921,"TV Satellites do not orbit the earth, if they did no one would receive a signal with their fixed dish. TV Satellites are geostationary so appear to be in a fixed positon in the sky hence people being able to aim their dishes at them and lock them in that position.",tv satellit orbit earth one would receiv signal fix dish tv satellit geostationari appear fix positon sky henc peopl abl aim dish lock posit
2022-08-22 10:17:16,@rayngmelb,Outstanding work. Talk about Revolutionary technology. I’m sure the military might have it years ago but it took Elon to bring it to the masses.,outstand work talk revolutionari technolog im sure militari might year ago took elon bring mass
2022-08-22 10:16:51,@adhossain,Question! How on earth you could know all these things?,question earth could know thing
2022-08-22 09:58:06,@galimirnund6543,"I see these starlinks on my Stellarium app. How many of these are up there? I&#39;m worried about space junk. We&#39;ve already trashed the earth, is space next??",see starlink stellarium app mani im worri space junk weve alreadi trash earth space next
2022-08-22 09:53:52,@Creative_Musician,This is really great information that is being explained here in such a simplified way. Branch Education is doing an awesome job 👏👍,realli great inform explain simplifi way branch educ awesom job
2022-08-22 09:53:17,@ahmatrizki5154,"thanks for explaination,",thank explain
2022-08-22 09:34:10,@oxide9717,Please make a video on the technologies of the F35,pleas make video technolog f
2022-08-22 09:31:11,@samham3408,"Beutiful, keep the info flowing. I&#39;m becoming some kinda tech information parasite. Woop woop.",beuti keep info flow im becom kinda tech inform parasit woop woop
2022-08-22 09:25:42,@andrewtay8086,"Ever since the first time I started to watch this channel in 2019, I definitely knew I had to subscribe, not only that till this very day, it&#39;s the only channel that has notifications turned on for me, I&#39;ve been loving the video quality and content so much, this is the kind of content we desperately need more of on this platform.",ever sinc first time start watch channel definit knew subscrib till day channel notif turn ive love video qualiti content much kind content desper need platform
2022-08-22 09:25:07,@ootenyafoo6935,Watching your video on my Starlink system - pretty cool.  I&#39;ve had Starlink since Feb. of this year and really like it - a game changer for all us users living in rural areas.  The technology is mind blowing!  Thanks to Elon Musk for doing what no one else could.,watch video starlink system pretti cool ive starlink sinc feb year realli like game changer us user live rural area technolog mind blow thank elon musk one els could
2022-08-22 09:20:51,@SomeRandomPiggo,"QAM is really cool! It&#39;s a shame Bluetooth doesn&#39;t use it, transmitting lossless audio over Bluetooth is hard for that reason",qam realli cool shame bluetooth doesnt use transmit lossless audio bluetooth hard reason
2022-08-22 09:13:19,@sandorfeldi3582,Very good content,good content
2022-08-22 09:08:50,@ssdq,"awesome explanation, thank you for the video",awesom explan thank video
2022-08-22 09:00:12,@nicktohzyu,does beamforming work for receiving?,beamform work receiv
2022-08-22 08:48:46,@ebola2137,"I am so tired of &quot;educational channels&quot; that don&#39;t do enough research, lie and skip important details. Thank you for being an outlier in this trend!",tire educ channel dont enough research lie skip import detail thank outlier trend
2022-08-22 08:47:59,@dangleebols,Excellent video 🙂,excel video
2022-08-22 08:19:46,@arbok00044,Hell yes I&#39;ll leave a comment 👍,hell ye ill leav comment
2022-08-22 08:12:32,@asafrokni3339,You said ask anything so.. How is it possible to use the phase shifting technique for both controlling the beamforming and determining the data? If I need the beam at a certain phase but the data requires a different one what&#39;s going to happen?,said ask anyth possibl use phase shift techniqu control beamform determin data need beam certain phase data requir differ one what go happen
2022-08-22 08:08:02,@FlyTimeLapse,Such a simple explanation for way too complicated subject of wireless communication. Really appreciate your efforts to simplify things down to this level. Thank you so much. I learned something new today.,simpl explan way complic subject wireless commun realli appreci effort simplifi thing level thank much learn someth new today
2022-08-22 08:07:39,@usrusr7528,"Beam strengthening requires phase shifting but QAM also uses phase shifting to encode signa, so how it is resolved not to destroy data send when beam changes angel?",beam strengthen requir phase shift qam also use phase shift encod signa resolv destroy data send beam chang angel
2022-08-22 08:00:39,@tmagrit,"Guys, this freaks me out. Best explanation ever!!!",guy freak best explan ever
2022-08-22 07:30:21,@dogabelgesellerikusagi3391,"Awesome, very very high tech starlink space internet",awesom high tech starlink space internet
2022-08-22 07:16:41,@theol2657,"immaculate quality, I can literally see the effort put into this",immacul qualiti liter see effort put
2022-08-22 07:15:46,@SushilKumar-dv6wt,brilliant explanation,brilliant explan
2022-08-22 07:06:11,@hexramdass2644,Truly amazing! Both the video and the technology,truli amaz video technolog
2022-08-22 07:03:13,@nojt1884,This video is amazing. Thanks,video amaz thank
2022-08-22 06:34:32,@vxqr2788,Amazing depth and quality!,amaz depth qualiti
2022-08-22 06:33:25,@lidarman2,Wow the most interesting part is that there is a big use of Internet of Things  (IoT) going on here to know here the ground antenna and satellite have to know where each other are.,wow interest part big use internet thing iot go know ground antenna satellit know
2022-08-22 06:23:50,@dagmawiesayas7436,tnxs guys. appreciate the effort 👍👍,tnx guy appreci effort
2022-08-22 06:10:35,@reynaldoarzeno3784,Absolutely amazing explanation once again! Thank you so much!,absolut amaz explan thank much
2022-08-22 05:48:14,@hawkmoe2789,a comment below🤓,comment
2022-08-22 05:18:58,@simon453,Great job making this video,great job make video
2022-08-22 05:03:08,@ophello,I counted 15 shooting stars.,count shoot star
2022-08-22 04:40:59,@ESF19791111,"WAW...IT&#39;S A GREAT EXPLANATION VIDEO :)<br>I ENJOYED FROM THE VIDEO :)<br>I DID WATCH THE VIDEO AT NORMAL SPEED AND IT ENDED FASTER THAN I UNDERSTUD I WATCHED <a href=""https://www.youtube.com/watch?v=qs2QcycggWU&amp;t=1688"">28:08</a> MINUTES , YES IT WAS VERY-INTERESTING AND I WOULD WATCH EVEN A HOUR OF VIDEO IF IT WAS THE CASE .<br>I DID A THUMB-UP ABOUT THE VIDEO AND I&#39;M SUBSCRIBE TO THE CHANNEL :)<br><br>THANK YOU FROM ISRAEL :)",wawit great explan video enjoy video watch video normal speed end faster understud watch minut ye veryinterest would watch even hour video case thumbup video im subscrib channel thank israel
2022-08-22 04:18:04,@LennardA320,"I am amazed how Elon Musk is doing so much different mind blowing technical leaps in 1 time. He has not a single company but a dozen, each blowing every competitor away, and combine it also it with it&#39;s own rockets and his own satellites to reduce the costs. He is in so many types mind blowing technology that he single handling the tech race to a new point. <br><br>I can hardly understand this already simplified video but he and his workforce is inventing the new world everything from top to bottom and back...",amaz elon musk much differ mind blow technic leap time singl compani dozen blow everi competitor away combin also rocket satellit reduc cost mani type mind blow technolog singl handl tech race new point hardli understand alreadi simplifi video workforc invent new world everyth top bottom back
2022-08-22 04:17:02,@YoungManaz09,This is an awesome video!,awesom video
2022-08-22 04:09:37,@larrysevilla6309,great...,great
2022-08-22 04:03:29,@randyarmour6774,"These animations are simply superb!  Very complex topics made visually simple enough to comprehend. Very well done.<br><br>If there is a second  video in this series, please cover (if possible) the process in which the user terminal is seamlessly transferred from satellite to satellite.  My suspicion is that doppler shift at 12GHz is a substantial challenge. (?)",anim simpli superb complex topic made visual simpl enough comprehend well doneif second video seri pleas cover possibl process user termin seamlessli transfer satellit satellit suspicion doppler shift ghz substanti challeng
2022-08-22 03:40:49,@forumAEK,"Very interesting video to introduce a complex technology to common people, it brings many science domains in a single piece, the animations are very well designed to visualize what underneath real life. Thanks for sharing.",interest video introduc complex technolog common peopl bring mani scienc domain singl piec anim well design visual underneath real life thank share
2022-08-22 03:17:40,@melchorsapotalo6106,I have subscribed to your channel but liking this video and commenting are ways of applicating and giving thank you for the effort.,subscrib channel like video comment way applic give thank effort
2022-08-22 03:16:47,@IsraelLeite,For god sake!,god sake
2022-08-22 03:11:44,@paxdriver,Brilliant thanks much!,brilliant thank much
2022-08-22 02:44:39,@Ciberhaguen,Great video,great video
2022-08-22 02:40:14,@khoakirokun217,How many antennas in the new smaller rectangle dish?,mani antenna new smaller rectangl dish
2022-08-22 02:19:32,@vangildermichael1767,"I like your &quot;break-down&quot;.  And it even seems a &quot;no-brainer&quot; when it comes to talk between the sender me(customer) to the satellite.  But on the other end.  When the satellite is the sender.  How many customers can one satellite handle at a time?  Your video mentioned that a satellite has (4) antennas.  But I&#39;m pretty sure the limit doesn&#39;t stop at (4).  SO, where does it stop?  And WHY?  And how does that part work?",like breakdown even seem nobrain come talk sender mecustom satellit end satellit sender mani custom one satellit handl time video mention satellit antenna im pretti sure limit doesnt stop stop part work
2022-08-22 02:11:00,@sciencespectrum3855,<b>Sir make a video on how does reusable rocket work 🙂</b>,sir make video reusabl rocket work
2022-08-22 02:09:25,@sciencespectrum3855,Sir please make more videos on engineering 😍,sir pleas make video engin
2022-08-22 01:59:27,@SagaraUrz,"As you add more and more of these one next to another at each home, how does the destructive interference not interfere with the other antennas?",add one next anoth home destruct interfer interfer antenna
2022-08-22 01:32:07,@danieldickinson8109,"Very good video. But I would call this video more of &quot;How a Starlink Terminal works&quot;. I think you can do another video of how it works overall. You did not explain why there are Ground Stations, what they do, and why they are needed. Then you can add why the version 1.5 satellites are important with the laser communications between the satellites are important. Why it does not work over large spans of water / ocean (at least not right now).",good video would call video starlink termin work think anoth video work overal explain ground station need add version satellit import laser commun satellit import work larg span water ocean least right
2022-08-22 01:13:21,@West_Anderson,"Wow, you guys really knock these videos out of the park. Like these are the most detailed and best explanations of technology I can find anywhere on the internet. Absolutely keep up the great work, love it.",wow guy realli knock video park like detail best explan technolog find anywher internet absolut keep great work love
2022-08-22 00:54:52,@Luc-SA-Hi-World,"That is absolutely awesome! This could be a part 1 Starlink Series... The other part, 2, could be how that 10000+ Starlink Satellites communicate with each other, when it reach to this number. I heard that, in the future, they will be able to receive data from the initial Dishy, talk to each other over the space till the destination and head back in the same way to the initial Dishy, making the fastest communication ever. For instance, from America to Asia, the initial Dishy in Earth sends data to Satellite in Space that sends data to another Dishy in the Earth that sends it again to another Satellite in space till it reaches Asia and heads back to the initial Dishy in America using the same process. It could face Death interferences. But with Starlink Satellites talking to each other, the data leaves the initial Dishy in America,reaches the first Satellite that sends it to another Satellite, traveling on just only in space, till it gets to Asia. I think no Earthling interference during the process will be fantastic! I am sorry, I am not good at explaining things but... Well thank you very much for this wonderful video and channel Branch Education!",absolut awesom could part starlink seri part could starlink satellit commun reach number heard futur abl receiv data initi dishi talk space till destin head back way initi dishi make fastest commun ever instanc america asia initi dishi earth send data satellit space send data anoth dishi earth send anoth satellit space till reach asia head back initi dishi america use process could face death interfer starlink satellit talk data leav initi dishi americareach first satellit send anoth satellit travel space till get asia think earthl interfer process fantast sorri good explain thing well thank much wonder video channel branch educ
2022-08-22 00:33:02,@miro2424,As if there is only 1 dishy per satellite. In reality the satellites transmit to  hundreds if not thousands of dishies.,dishi per satellit realiti satellit transmit hundr thousand dishi
2022-08-22 00:24:32,@emanuelstone2131,Really great video!!,realli great video
2022-08-22 00:08:31,@91loganator,This is one of the best videos that this channel has ever made,one best video channel ever made
2022-08-22 00:07:52,@Ali-qh7cs,"<a href=""https://www.youtube.com/watch?v=qs2QcycggWU&amp;t=1370"">22:50</a> how changing in phase for coding  doesnt cause to changing the oriantation of tha waves ? As you told for tracking the sattelites",chang phase code doesnt caus chang oriant tha wave told track sattelit
2022-08-21 23:59:48,@eddiemolina657,The intricacies of how that works is 🤯. I hope we could have that in my country.,intricaci work hope could countri
2022-08-21 23:52:23,@Cujo5,"Beam Steering. What you showed was a 2D Beam Steering, yeah? Does Dishy do 3D Beam Steering? I can&#39;t figure out how it would be 3D by just manipulating a phase shift.",beam steer show beam steer yeah dishi beam steer cant figur would manipul phase shift
2022-08-21 23:48:04,@mitchellroberthaller8408,How&#39;s each satellite know the same information as the other satellite,how satellit know inform satellit
2022-08-21 23:30:28,@iiirannn1,"Amazing video, mixing simplification with details!",amaz video mix simplif detail
2022-08-21 23:29:20,@jak3677,Awesome,awesom
2022-08-21 23:25:43,@arvidgansauer6257,What a pleasure to watch &lt;3 well made and very interesting!<br>But what is not clear for me is how the satellite can send so many different signals to many different dishes? It has just 2 sending dishes right?,pleasur watch well made interestingbut clear satellit send mani differ signal mani differ dish send dish right
2022-08-21 23:22:54,@henriquebusatto5991,Amazing video as always!,amaz video alway
2022-08-21 23:05:43,@JohnDoe-pr6yf,"Love it, amazing",love amaz
2022-08-21 22:39:59,@1stStepChangeAgents,Thanks for the deep dive,thank deep dive
2022-08-21 22:34:51,@itiberiu,nice,nice
2022-08-21 22:31:43,@coreydufeal2778,Another brilliant delivery of information by Branch Education. We Youtubers thank you!,anoth brilliant deliveri inform branch educ youtub thank
2022-08-21 22:25:08,@crowned-blue,"Things we take for granted, are so complex and require lots of work and research. Im truly stunned by the working of this system as well as the animation and overall video. Detailed yet easy to understand and focusing on the required points. I thank each and everyone involved in making of this video, thanks for the information.",thing take grant complex requir lot work research im truli stun work system well anim overal video detail yet easi understand focus requir point thank everyon involv make video thank inform
2022-08-21 21:55:38,@tylermatthews6475,"How were you able to go into such detail? I would assume alot of this would be propriety information. Patents? If amplitude affects the signal transmitted/received, how do they account for signals that are attenuated by objects between Dishy McFlatface and the satellite?",abl go detail would assum alot would proprieti inform patent amplitud affect signal transmittedreceiv account signal attenu object dishi mcflatfac satellit
2022-08-21 21:53:02,@jj53368,I took a lovely half-asleep nap while listening to this 😌. If I do that enough times I’m convinced I’ll absorb the information.,took love halfasleep nap listen enough time im convinc ill absorb inform
2022-08-21 21:51:10,@marekkaaij5941,Great video and amazing animation! I have a question though: how is it possible that 1 starling antenna does not interfere with another one?,great video amaz anim question though possibl starl antenna interfer anoth one
2022-08-21 21:48:52,@KNOWLEDGEISPOWER208,So cool!,cool
2022-08-21 21:47:26,@jamesbond_007,"Wow!  This is an incredibly clear video, making such a complex topic easy to understand!  Well done!!!",wow incred clear video make complex topic easi understand well done
2022-08-21 21:42:32,@ct1igu401,Great video -thank you. Just installed my starlink - great,great video thank instal starlink great
2022-08-21 21:29:10,@hstrinzel,Stunning! I had NO IDEA of the complexity and sophistication! THANK YOU,stun idea complex sophist thank
2022-08-21 21:20:17,@s3cunit,"Would love to see a breakdown of v2 satellites that use laser based relaying among them before hitting the ground stations. Supposedly, this will vastly improve latency.",would love see breakdown v satellit use laser base relay among hit ground station supposedli vastli improv latenc
2022-08-21 21:13:02,@arturomedina2055,Absolutely amazing video! I totally loved it! ❤,absolut amaz video total love
2022-08-21 21:07:30,@oliverk1616,Thank u. Good animations.,thank u good anim
2022-08-21 20:54:30,@lorenzosiena91,WONDERFUL!,wonder
2022-08-21 20:46:45,@Nixxx2000,"yes my mind is blown, gread video",ye mind blown gread video
2022-08-21 20:42:50,@ymom11,One question I have:  How can a satellite with only four fazed array antennas service thousands of dishy users at the same time?,one question satellit four faze array antenna servic thousand dishi user time
2022-08-21 20:42:31,@kindlin,This was literally a good use of the word exactly.,liter good use word exactli
2022-08-21 20:35:54,@checkson6175,thank you,thank
2022-08-21 20:31:24,@caiolira09,Amazing video! Thank you very much!,amaz video thank much
2022-08-21 20:23:17,@abhishekak9619,good video,good video
2022-08-21 20:19:38,@mdparvez6992,How did they make this work?🤯🤯,make work
2022-08-21 20:14:34,@AudioTravels,Why are we still playing around shiftng charge for transmission when we should be using entanglement results?,still play around shiftng charg transmiss use entangl result
2022-08-21 20:12:31,@johnnybravo4045,"Cool. Hard topic shown with ease. Simplifications at proper level to understand the concept. The hardest and more detailed part was implemented by full time employees at Starlink. I guess the steering committee don&#39;t have much broader general idea than this explained here (of course they know much more, but in other areas). Thank you!",cool hard topic shown eas simplif proper level understand concept hardest detail part implement full time employe starlink guess steer committe dont much broader gener idea explain cours know much area thank
2022-08-21 20:07:53,@GabrielVitor-kq6uj,"hah cool thing you recommending us to increse the video speed, I always do that anyways. But that is no good for people with anxiety problems so be wary of that.",hah cool thing recommend us incres video speed alway anyway good peopl anxieti problem wari
2022-08-21 19:53:03,@ativan4374,"Thank you, this is a fantastic video. I have a question. How is the 64QAM implemented if the phase is already shifting to form the beam?",thank fantast video question qam implement phase alreadi shift form beam
2022-08-21 19:48:56,@texaswoodhouse6158,"Very informative video, Thanks",inform video thank
2022-08-21 19:46:41,@kylealexander7024,Using starlink now,use starlink
2022-08-21 19:44:24,@manuelomar501,Brilliant,brilliant
2022-08-21 19:37:25,@bassamdawood9700,Love your videos .,love video
2022-08-21 19:20:05,@vnsking04,Awesome... mindblowing... video..thank you for such indepth explaination of such techniques and technology...👌👍,awesom mindblow videothank indepth explain techniqu technolog
2022-08-21 19:16:39,@tommytran5962,Incredibly well done. Thank you,incred well done thank
2022-08-21 19:14:10,@sangeethnandakumar2534,So cool. Love only .!,cool love
2022-08-21 19:04:01,@tylerbaldwin1633,i watched this on my starlink lol. Amazing video explaining how it works! by far  the best explanation I&#39;ve seen,watch starlink lol amaz video explain work far best explan ive seen
2022-08-21 18:53:17,@travisehillsjr2,Very well done video!,well done video
2022-08-21 18:46:49,@nimeshraijada5844,Extraordinary efforts by team to simply and explain !!!,extraordinari effort team simpli explain
2022-08-21 18:45:29,@ThatWTFGuy,For the algorithm,algorithm
2022-08-21 18:44:42,@dresdenking,This is crazy well made. Good job,crazi well made good job
2022-08-21 18:44:33,@beibei._.,"It&#39;s meaningful for everyone who lives in this generation, thanks alot!",meaning everyon live gener thank alot
2022-08-21 18:43:51,@miscbits6399,"I first encountered phase steering 40 years ago. It&#39;s amazing to see how far it&#39;s come.<br><br>Likewise the first 64QAM kit I used back then was a 7 foot tall 19 inch rack for 140Mb/s @ 12GHz terrestrial linking and only went 20km. 3 years later there were 7 of them in the same 7 foot tall rack<br><br>Each rack drew close to 3kW for 200mW transmit power<br><br><br>As an aside, audio modems used 64QAM for 33k6 and DSL uses hundreds of discrete 64 QAM carriers. The difference is the carrier frequency and symbol rate",first encount phase steer year ago amaz see far comelikewis first qam kit use back foot tall inch rack mb ghz terrestri link went km year later foot tall rackeach rack drew close kw mw transmit powera asid audio modem use qam k dsl use hundr discret qam carrier differ carrier frequenc symbol rate
2022-08-21 18:39:29,@razorr1920,All good things and all for free like oxygen.,good thing free like oxygen
2022-08-21 18:38:54,@brianhahn5724,Amazing video.  Very underrated channel.  Keep it up!,amaz video underr channel keep
2022-08-21 18:35:18,@sherazanwar4789,I wonder why don&#39;t you have subscribers in millions. Your channel has so much deep knowledge.<br>Hats off for your dedication,wonder dont subscrib million channel much deep knowledgehat dedic
2022-08-21 18:33:31,@localfit874,Amazing. Wish I could subscribe a 2nd time,amaz wish could subscrib nd time
2022-08-21 18:23:51,@bruceblosser384,"So, out of all of the individual antennas that are transmitting  or receiving destructive interference,  and are then not part of the signal being sent to, or received, from a satellite, how many are actually being used,  out of that 1,000 + antennas. In other words, just how many elements ARE being used, at any one moment in time, for actual transmission and reception?  My guess is less than half, but that is only a guess  :)",individu antenna transmit receiv destruct interfer part signal sent receiv satellit mani actual use antenna word mani element use one moment time actual transmiss recept guess less half guess
2022-08-21 18:10:29,@savagesarethebest7251,"I already knew pretty much everything you said in the video, but I really enjoyed every second of it. So good and clear explanations of it all. I might watch it again with the creator commentary on too :) Might learn something new, but it is never a bad thing to refresh your memory. Loves your channel",alreadi knew pretti much everyth said video realli enjoy everi second good clear explan might watch creator commentari might learn someth new never bad thing refresh memori love channel
2022-08-21 18:06:02,@RonRay,"Damn!  I sure am glad their are people smart enough to understand this... because after watching this, I feel like the sentient ant that stumbled into a college trigonometry class!",damn sure glad peopl smart enough understand watch feel like sentient ant stumbl colleg trigonometri class
2022-08-21 18:05:17,@SivicIsntFat,Branch Education are the best,branch educ best
2022-08-21 17:50:38,@balajimundhe6102,I haven&#39;t seen such detailed explanation ever ..Thanks for creating such informative video.,havent seen detail explan ever thank creat inform video
2022-08-21 17:49:32,@LordFalconsword,"Excellent video, and watching it on Starlink. As a sci-fi author, your content is invaluable.",excel video watch starlink scifi author content invalu
2022-08-21 17:41:39,@mealien0808,my brain 👾is 🌋,brain
2022-08-21 17:37:26,@MrLegantWong,"This video is magnificent, it takes pain sticking effort to make! Very much appreciated 🙏🏻🙏🏻🙏🏻🙏🏻",video magnific take pain stick effort make much appreci
2022-08-21 17:23:07,@AbrahamFiruz,"There is no way that you can learn so much science in one video, Thank you.",way learn much scienc one video thank
2022-08-21 17:17:53,@waynewilliamson4212,"nice and very informative.  adding the video codec at the end was very miss leading.  its just data.  In another life time I worked at a telecom company and they came out with a slogan of vivid, which stood for voice, video, and data.  even way back then, all I could think was its just data, wake up.  anyhow thanks for the video.",nice inform ad video codec end miss lead data anoth life time work telecom compani came slogan vivid stood voic video data even way back could think data wake anyhow thank video
2022-08-21 17:10:36,@arghasantra5420,Excellent explaination,excel explain
2022-08-21 17:00:07,@sighterinfo,I didn&#39;t understand hardly any of this. What I do know is that I&#39;d chew off my own feet before I gave up my Starlink.,didnt understand hardli know id chew feet gave starlink
2022-08-21 16:54:08,@BlindBit369,great,great
2022-08-21 16:51:34,@synonys,This was Top Secret military tech decades ago,top secret militari tech decad ago
2022-08-21 16:45:48,@thecriss88,why my school couldn&#39;t provide me teachers like you?,school couldnt provid teacher like
2022-08-21 16:43:02,@cristianiiacob,"Very awesome video. Also, How does the satellite communicate with multiple dishes?",awesom video also satellit commun multipl dish
2022-08-21 16:34:41,@Rockfair.,"I just enjoy your narration tone, all these details feel like a breeze",enjoy narrat tone detail feel like breez
2022-08-21 16:21:44,@regenerationafrica,Best channel on youtube thus far! Prove me wrong else just subscribe.,best channel youtub thu far prove wrong els subscrib
2022-08-21 16:17:12,@bluetilenedrummer,Amazing,amaz
2022-08-21 15:57:08,@patrickmuraya7369,All I can say amazing,say amaz
2022-08-21 15:43:43,@complex_variation,Wow thank you,wow thank
2022-08-21 15:31:10,@MrJoshuanBG,"Damm…watched it at 1.75 speed, felt like  Neo learning martial arts 😂what a trip…thank learned a lot 🥹🤓",dammwatch speed felt like neo learn martial art tripthank learn lot
2022-08-21 15:20:02,@altafvhora,Thank you for the very interesting VDO.,thank interest vdo
2022-08-21 15:05:55,@rikardlalic7275,Thank you,thank
2022-08-21 14:52:34,@NiMareQ,Can you provide a transcript of the creator comments in description?,provid transcript creator comment descript
2022-08-21 14:38:56,@theuser1240,Amazing explanation!,amaz explan
2022-08-21 14:31:36,@Gabrielr8,How did electrical engineers figure this out?!??!?!??,electr engin figur
2022-08-21 14:31:27,@havetacitblue,Finally a real-life example of that chapter in high school physics on wave interference…,final reallif exampl chapter high school physic wave interfer
2022-08-21 14:26:27,@MrStartupX,Simply awsm. Plz keep up d kick asswork.,simpli awsm plz keep kick asswork
2022-08-21 14:25:46,@nick_vash,A very cool channel<br>A subscribe from me,cool channela subscrib
2022-08-21 14:24:27,@HaribolDhungana,Mind-blowing😱😱😱😱😱😱😱,mindblow
2022-08-21 14:24:23,@murugaanand9348,Excellent Presentation. Thank you!!!,excel present thank
2022-08-21 14:18:43,@floatingcloud5955,See how lazy people are they don&#39;t even give 👍.  32k views only 4k likes,see lazi peopl dont even give k view k like
2022-08-21 14:11:18,@tatvagna23,Great animations and explanations!!,great anim explan
2022-08-21 14:03:49,@stanislawkaleta1028,"Does anyone know whether there are any publications describing these antennas in more detail? I know the theoretical principle but I am interested in practical solutions as if I want to build it myself (do not lough at me , please). I cannot imagine how can you phase synchronise 1280 antennas to achieve good results.",anyon know whether public describ antenna detail know theoret principl interest practic solut want build lough pleas imagin phase synchronis antenna achiev good result
2022-08-21 13:57:02,@ankitmundra,very nice,nice
2022-08-21 13:51:55,@conconmervin,great one!,great one
2022-08-21 13:11:12,@TwistedPresence,Excellent video explaining complex wave physics and their application in starlink!,excel video explain complex wave physic applic starlink
2022-08-21 13:04:50,@itsMe_TheHerpes,NO. i can&#39;t watch this.  the amount of cringiness is too much to bare. &quot;dishy&quot; 🤮 my God this has reached new levels of cringe,cant watch amount cringi much bare dishi god reach new level cring
2022-08-21 12:56:15,@itsMe_TheHerpes,cringy,cringi
2022-08-21 12:54:51,@tommyfekadu8823,You always do a good job... Big fan,alway good job big fan
2022-08-21 12:48:39,@Mido0obiM,"your videos are very good, keep on making more",video good keep make
2022-08-21 12:44:52,@munithach9897,"Incredible video, from Vietnam with love",incred video vietnam love
2022-08-21 12:24:46,@woodhonky3890,Whole lot of high-speed switching going on.,whole lot highspe switch go
2022-08-21 12:24:21,@arzazimohammed,"goood <a href=""UCkszU2WH9gy1mb0dV-11UJg/CIW60IPp_dYCFcuqTgodEu4IlQ""></a>",goood
2022-08-21 12:05:54,@thabangmashabela6837,"I love thus, you&#39;re awesome ,can you please provide sources of research",love thu your awesom pleas provid sourc research
2022-08-21 11:50:37,@o_-_o,"Finally, a worthy explanatory video.",final worthi explanatori video
